DATE,HNFSEPUSSA,HOUST1F,HSN1F,INTDSRUSM193N,LFACTTTTUSM657S,MSACSR,NA000334Q,NASDAQCOM,PERMIT,PERMIT1,QUSR628BIS,RSAHORUSQ156S,TTLCONS,UNRATE,Median Home Price (NSA),CPI-Adjusted Price,CSUSHPISA
7/1/2015,218,759,506,0.75,-0.041384931,5.2,4625898,5082.81,1140,700,115.2859,63.6,1154561,5.2,212880.13,273868.17,172.133
8/1/2015,217,734,518,0.75,0.111467098,5,4625898,4934.622857,1165,718,115.2859,63.6,1164377,5.1,212188.12,273365.07,172.936
9/1/2015,224,746,456,0.75,-0.279311837,5.9,4625898,4748.004762,1144,711,115.2859,63.6,1163937,5,212043.95,273605.27,173.828
10/1/2015,226,705,482,0.75,0.276904034,5.6,4677188,4879.036818,1160,721,117.5019,63.7,1151533,5,212111.23,273815.21,174.792
11/1/2015,229,774,504,0.75,0.188334701,5.5,4677188,5082.5075,1244,730,117.5019,63.7,1145510,5.1,212351.51,274705.21,175.738
12/1/2015,232,765,546,1,0.36325994,5.1,4677188,5040.54,1211,719,117.5019,63.7,1156354,5,212082.39,275297.78,176.544
1/1/2016,236,752,505,1,0.155028949,5.6,4521822,4610.714211,1171,720,118.8551,63.5,1160988,4.8,211938.23,274656.62,177.274
2/1/2016,239,859,517,1,0.227445034,5.5,4521822,4463.206,1172,723,118.8551,63.5,1172851,4.9,212620.63,275314.35,177.649
3/1/2016,242,753,532,1,0.339762985,5.5,4521822,4754.479545,1118,737,118.8551,63.5,1188776,5,216292.13,278867.63,178.164
4/1/2016,242,777,576,1,-0.023872496,5,4690281,4892.168095,1160,753,118.8013,63.1,1185902,5.1,218771.84,280733.77,178.766
5/1/2016,241,753,571,1,-0.224329368,5.1,4690281,4788.235238,1205,748,118.8013,63.1,1190685,4.8,221501.44,283091.14,179.429
6/1/2016,244,769,557,1,0.115250907,5.3,4690281,4856.232273,1208,752,118.8013,63.1,1217604,4.9,223712.04,284980.43,180.084
7/1/2016,238,769,628,1,0.142796933,4.5,4746661,5023.989,1198,720,120.063,63.4,1214532,4.8,224634.72,286619.59,180.834
8/1/2016,240,734,575,1,0.231164491,5,4746661,5217.038261,1201,751,120.063,63.4,1221250,4.9,224567.44,286270.83,181.85
9/1/2016,243,777,558,1,0.095260776,5.2,4746661,5254.154286,1303,752,120.063,63.4,1232438,5,224625.11,285657.62,182.823
10/1/2016,249,859,575,1,-0.068246991,5.2,4840483,5255.989048,1254,769,121.6771,63.5,1241100,4.9,224644.33,285326.34,183.75
11/1/2016,248,817,571,1,-0.062028132,5.2,4840483,5260.565238,1230,770,121.6771,63.5,1264881,4.7,224836.56,286015.38,184.759
12/1/2016,254,801,561,1.25,0.107832934,5.4,4840483,5413.116667,1248,809,121.6771,63.5,1270443,4.7,224999.95,286129.57,185.725
1/1/2017,257,785,573,1.25,-0.0363231,5.4,4674704,5561.4235,1296,790,122.3348,63.6,1254583,4.7,224221.43,283487.45,186.805
2/1/2017,261,864,587,1.25,0.14973061,5.3,4674704,5764.702105,1237,813,122.3348,63.6,1275911,4.6,226153.3,285033.2,187.313
3/1/2017,265,836,632,1.5,0.173903252,5,4674704,5864.963913,1273,824,122.3348,63.6,1272724,4.4,229574.91,289110.65,187.992
4/1/2017,268,825,598,1.5,0.129888783,5.4,4889678,5912.169474,1239,793,123.4097,63.9,1269079,4.4,232708.19,292189.99,188.724
5/1/2017,271,832,635,1.5,-0.172752502,5.1,4889678,6124.878182,1205,795,123.4097,63.9,1282926,4.4,235533.91,295485.42,189.616
6/1/2017,274,867,619,1.75,0.077467076,5.3,4889678,6224.285909,1353,820,123.4097,63.9,1277352,4.3,237206.27,297313.76,190.513
7/1/2017,277,841,572,1.75,0.168547743,5.8,4958224,6294.674,1254,818,124.7998,63.9,1275888,4.3,238244.28,298820.96,191.45
8/1/2017,281,867,556,1.75,0.077276863,6.1,4958224,6311.397391,1336,817,124.7998,63.9,1274974,4.4,238820.96,298649.98,192.663
9/1/2017,282,839,637,1.75,0.344986487,5.3,4958224,6428.079,1277,830,124.7998,63.9,1281172,4.3,238676.79,296897.65,193.759
10/1/2017,286,878,626,1.75,-0.515700633,5.5,5089495,6603.011364,1360,854,126.3156,64,1283266,4.2,238465.34,296822.22,194.805
11/1/2017,287,924,711,1.75,0.16842473,4.8,5089495,6796.045238,1295,860,126.3156,64,1308896,4.2,239272.69,297819.9,195.958
12/1/2017,293,824,630,2,-0.027400843,5.6,5089495,6889.7405,1312,861,126.3156,64,1313666,4.1,238840.18,297456.41,197.178
1/1/2018,293,872,590,2,0.236085589,6,4962408,7279.498095,1311,854,127.1635,64.2,1336469,4,239839.76,297082.88,198.314
2/1/2018,296,894,618,2,0.536932772,5.7,4962408,7161.772632,1331,867,127.1635,64.2,1355105,4.1,242454.02,298965.38,199.227
3/1/2018,297,875,679,2.25,-0.056868054,5.2,4962408,7311.505714,1381,848,127.1635,64.2,1344968,4,245375.85,301885.63,199.961
4/1/2018,300,908,642,2.25,0.052571033,5.6,5161541,7084.141095,1365,863,127.3142,64.5,1355101,4,247471.11,303257.94,200.655
5/1/2018,301,970,662,2.25,0.047598148,5.5,5161541,7339.327364,1331,860,127.3142,64.5,1362364,3.8,250296.82,305450.31,201.423
6/1/2018,310,866,636,2.5,0.22366665,5.8,5161541,7645.139143,1338,863,127.3142,64.5,1343214,4,251988.41,307025.28,202.237
7/1/2018,313,869,628,2.5,0.080759509,6,5221627,7756.863143,1333,885,128.1373,64.4,1336631,3.8,252776.53,307964.76,202.907
8/1/2018,319,900,593,2.5,-0.419487375,6.5,5221627,7892.232391,1293,838,128.1373,64.4,1340449,3.8,253064.87,308144.86,203.688
9/1/2018,325,875,595,2.75,0.264134603,6.6,5221627,7983.307368,1320,857,128.1373,64.4,1326111,3.7,252411.3,306992.31,204.353
10/1/2018,331,872,554,2.75,0.317730601,7.2,5310940,7527.083391,1280,850,129.3282,64.6,1310946,3.8,252084.52,306054.14,205.12
11/1/2018,334,781,625,2.75,0.143909669,6.4,5310940,7236.08319,1334,847,129.3282,64.6,1300694,3.8,252699.64,307831.99,205.679
12/1/2018,346,775,546,3,0.227222482,7.6,5310940,6814.292316,1320,812,129.3282,64.6,1289930,3.9,251882.68,307819.96,206.169
1/1/2019,346,925,591,3,-0.145827972,7,5140051,6979.654952,1254,798,129.8613,64.2,1296049,4,252651.59,308172.07,206.539
2/1/2019,339,779,638,3,0.033748957,6.4,5140051,7430.077263,1302,799,129.8613,64.2,1312040,3.8,254295.11,308871.14,206.848
3/1/2019,337,831,705,3,-0.052753292,5.7,5140051,7629.366048,1291,809,129.8613,64.2,1322532,3.8,257216.94,310667.45,207.047
4/1/2019,334,870,695,3,-0.210510811,5.8,5376189,7995.064364,1298,797,129.5894,64.3,1353657,3.6,260042.66,312426.07,207.506
5/1/2019,337,858,602,3,0.099634673,6.7,5376189,7804.820818,1338,831,129.5894,64.3,1364421,3.7,262887.59,315173.16,208.138
6/1/2019,331,864,763,3,0.194770085,5.2,5376189,7825.45865,1301,845,129.5894,64.3,1383309,3.6,264204.34,316688.73,208.659
7/1/2019,329,899,669,3,0.282082258,5.9,5441019,8205.598727,1347,863,130.7582,64.7,1410749,3.7,265002.07,317115.05,209.262
8/1/2019,326,903,720,2.75,0.140644396,5.4,5441019,7910.932227,1528,904,130.7582,64.7,1426091,3.7,265069.35,317211.63,210.102
9/1/2019,323,920,715,2.5,0.191740503,5.4,5441019,8087.6999,1491,905,130.7582,64.7,1438119,3.5,265569.14,317560.95,210.913
10/1/2019,319,898,721,2.25,0.21636183,5.3,5564137,8079.278217,1538,937,132.4256,65,1442150,3.6,265674.86,316962.73,211.808
11/1/2019,320,911,710,2.25,0.07358665,5.4,5564137,8517.57705,1522,951,132.4256,65,1463036,3.6,266116.98,317660.54,212.805
12/1/2019,323,1009,693,2.25,0.091763748,5.6,5564137,8778.591476,1461,937,132.4256,65,1466415,3.6,266684.05,318627.32,213.955
1/1/2020,325,968,685,2.25,-0.216145327,5.7,5292718,9233.359905,1500,967,133.7104,65.3,1494117,3.5,267750.9,318665.62,214.994
2/1/2020,328,1039,699,2.25,0.066931146,5.6,5292718,9418.850105,1440,986,133.7104,65.3,1501790,3.5,270836.12,321456.52,215.837
3/1/2020,332,879,609,0.25,-1.108489706,6.5,5292718,7772.205136,1348,873,133.7104,65.3,1506335,4.4,273565.72,325404.52,216.365
4/1/2020,325,676,569,0.25,-3.890306515,6.9,5009931,8292.407762,1050,666,135.4988,68,1460471,14.7,275737.87,330196.28,216.801
5/1/2020,313,750,696,0.25,1.125342273,5.4,5009931,9105.65565,1253,747,135.4988,68,1452086,13.2,276554.83,331168.14,216.987
6/1/2020,300,904,936,0.25,1.159634838,3.8,5009931,9839.970955,1329,861,135.4988,68,1459188,11,279918.77,333372.15,217.63
7/1/2020,289,1012,1019,0.25,0.126328956,3.4,5411028,10499.86291,1526,1006,138.3902,67.3,1470971,10.2,283359.61,335771.64,219.322
8/1/2020,284,1029,1029,0.25,0.387253126,3.3,5411028,11212.29038,1564,1066,138.3902,67.3,1489640,8.4,287088.78,339121.26,222.424
9/1/2020,283,1116,988,0.25,-0.309851794,3.4,5411028,11088.67952,1643,1143,138.3902,67.3,1510182,7.9,290654.57,342855.81,225.853
10/1/2020,281,1180,1027,0.25,0.449370881,3.3,5609276,11435.23386,1622,1155,143.237,65.7,1534900,6.9,293797.45,346419.4,229.781
11/1/2020,287,1173,863,0.25,-0.159682871,4,5609276,11794.46131,1713,1166,143.237,65.7,1550976,6.7,295892.71,349103.12,233.235
12/1/2020,299,1311,873,0.25,0.043562952,4.1,5609276,12619.05091,1760,1237,143.237,65.7,1572760,6.7,297978.36,351233.15,236.521
1/1/2021,303,1145,896,0.25,-0.481379207,4.1,5503213,250545.51,1883,1250,133.6476,65.3,1601386,6.4,"298,009.23",361763.41,239.68
2/1/2021,310,1046,774,0.25,0.074368493,4.8,5503213,261010.67,1715,1114,133.6476,65.3,1580186,6.2,298060.15,363218.39,242.428
3/1/2021,310,1207,861,0.25,0.163613996,4.3,5503213,302828.82,1732,1173,133.6476,65.3,1610868,6.1,300395.08,364551.37,245.541
4/1/2021,318,1050,837,0.25,0.304872346,4.6,5853320,291909.2,1738,1130,135.4362,68,1617204,6.1,302250.06,366435.47,249.125
5/1/2021,330,1112,726,0.25,-0.09137018,5.5,5853320,270353.65,1681,1116,135.4362,68,1630067,5.8,304902.77,368701.19,253.419
6/1/2021,347,1161,689,0.25,0.346528802,6,5853320,310137.72,1657,1081,135.4362,68,1639714,5.9,307065.31,371247.33,258.246
7/1/2021,362,1132,727,0.25,0.163676268,6,5975139,,1652,1063,138.2994,67.3,1661458,5.4,310092.86,372872.56,262.616
8/1/2021,376,1106,691,0.25,0,6.5,5975139,,1770,1065,138.2994,67.3,1666755,5.1,312092.01,373868.17,266.582
9/1/2021,375,1089,731,0.25,0.006189728,6.2,5975139,,1625,1061,138.2994,67.3,1669575,4.7,312880.13,373365.07,270.166
10/1/2021,384,1106,683,1.75,0.1114082,6.7,6271538,,1719,1092,143.1677,65.7,1685471,4.5,312188.12,373605.27,273.546
11/1/2021,389,1222,787,1.75,0.304795113,5.9,6271538,,1766,1133,143.1677,65.7,1728158,4.1,312043.95,373815.21,277.262
12/1/2021,386,1193,834,1.75,0.115876998,5.6,6271538,,1913,1146,143.1677,65.7,1757320,3.9,312111.23,374705.21,281.486
1/1/2022,394,1191,798,1.75,0.73016518,5.9,6098908,,1915,1251,146.1261,65.6,1810368,4,312351.51,375297.78,286.172
2/1/2022,397,1203,781,2,0.117348654,6.1,6098908,,1860,1194,146.1261,65.6,1852805,3.8,312082.39,374656.62,291.242
3/1/2022,412,1160,713,2,0.247242181,6.9,6098908,,1879,1140,146.1261,65.6,1878681,3.6,311938.23,375314.35,296.512
4/1/2022,433,1201,636,3,-0.176600979,8.2,6414266,,1835,1087,149.5001,65.5,1918254,3.7,312620.63,378867.63,300.584
5/1/2022,440,1061,648,3,0.218396554,8.1,6414266,,1712,1028,149.5001,65.5,1930664,3.6,316292.13,380733.77,303.704
6/1/2022,448,1005,543,3,-0.109569028,9.9,6414266,,1745,946,149.5001,65.5,1918140,3.6,318771.84,383091.14,304.468
7/1/2022,460,906,519,3,-0.021328458,10.6,6539219,,1719,922,153.558,65.3,1925909,3.5,321501.44,384980.43,303.505
8/1/2022,461,915,644,3,0.412031817,8.6,6539219,,1542,885,153.558,65.3,1915377,3.6,323712.04,386619.59,301.029
9/1/2022,461,883,556,3,-0.055845236,9.9,6539219,,1613,860,153.558,65.3,1914299,3.5,324634.72,386270.83,299.006
10/1/2022,466,872,577,2.25,0.018220578,9.7,6701519,,1560,842,157.3409,65.5,1907841,3.6,324567.44,385657.62,298.612
11/1/2022,456,796,596,2.25,-0.144523588,9.2,6701519,,1402,789,157.3409,65.5,1913413,3.6,324625.11,385326.34,298.332
12/1/2022,451,879,632,2.25,0.338723311,8.6,6701519,,1400,743,157.3409,65.5,1922389,3.5,357216.94,386015.38,297.628
1/1/2023,440,834,639,0.25,0.529097322,8.3,6546655,,1443,763,160.8385,65.4,1932302,3.4,360042.66,386129.57,297.43
2/1/2023,438,827,625,0.25,0.236328231,8.4,6546655,,1620,807,160.8385,65.4,1944950,3.6,362887.59,383487.45,297.739
3/1/2023,433,822,644,0.25,0.256822023,8.1,6546655,,1493,848,160.8385,65.4,1964793,3.5,364204.34,389110.65,298.796
4/1/2023,428,876,687,0.25,-0.007198992,7.5,6802375,,1470,876,160.6834,65.9,1990292,3.4,365002.07,392189.99,300.262
5/1/2023,426,999,741,0.25,0.086994084,6.9,6802375,,1532,918,160.6834,65.9,2011831,3.7,365069.35,395485.42,302.489
6/1/2023,428,930,666,0.25,0.106100478,7.7,6802375,,1493,946,160.6834,65.9,2023013,3.6,365569.14,397313.76,304.343
7/1/2023,427,999,700,0.25,0.067664671,7.3,6927581,,1501,953,157.5028,65.9,2027412,3.5,365674.86,398820.96,306.451
8/1/2023,428,943,652,0.25,0.435034976,7.9,6927581,,1578,972,157.5028,65.9,2047414,3.8,366116.98,398649.98,308.83
9/1/2023,435,973,694,0.25,0.033960915,7.5,6927581,,1515,982,157.5028,65.9,2055216,3.8,366684.05,396897.65,310.894
10/1/2023,442,975,673,0.25,-0.103634967,7.9,7081776,,1534,986,157.4051,65.9,2071136,3.8,370836.12,396822.22,312.756
11/1/2023,450,1126,611,0.25,0.240873345,8.8,7081776,,1508,999,157.4051,65.9,2090690,3.7,373565.72,397819.9,313.632
12/1/2023,449,1078,654,0.25,-0.402077001,8.2,7081776,,1530,1017,157.4051,65.9,2101292,3.7,375737.87,397456.41,314.443
1/1/2024,461,1011,664,0.25,0.086994084,8.3,6925169,,1508,1031,157.4829,66,2122229,3.7,376554.83,397082.88,315.728
2/1/2024,465,1134,643,0.25,0.163613996,8.7,6925169,,1563,1027,157.4829,66,2133750,3.9,379918.77,398965.38,317.257
3/1/2024,469,1041,684,2.75,-0.109569028,8.2,6925169,,1485,984,157.4829,66,2135771,3.8,383359.61,401885.63,318.217
4/1/2024,474,1037,698,2.75,0.449370881,8.1,6925169,,1440,977,157.2887,66,2142126,3.9,387088.78,403257.94,319.048
